"","lat","lon","num_flr","retrofit","struc_type","occ_day","class"
"116",27.7116958,85.2996771,5,"No","Non_Engineered_RC_Frame",280,"Non-retrofitted RC"
"117",27.7195319,85.3691504,4,"No","Non_Engineered_RC_Frame",750,"Non-retrofitted RC"
"118",27.7144386,85.3674919,3,"No","Non_Engineered_RC_Frame",20,"Non-retrofitted RC"
"119",27.7143465,85.367494,3,"No","Non_Engineered_RC_Frame",40,"Non-retrofitted RC"
"120",27.6989657,85.3480336,5,"No","Non_Engineered_RC_Frame",60,"Non-retrofitted RC"
"121",27.6989132,85.3479387,5,"No","Non_Engineered_RC_Frame",15,"Non-retrofitted RC"
"122",27.704271,85.280622,4,"No","Non_Engineered_RC_Frame",200,"Non-retrofitted RC"
"123",27.7041214,85.2804594,4,"No","Engineered_RC_Frame",100,"Non-retrofitted RC"
"124",27.7171956,85.3522954,3,"No","Non_Engineered_RC_Frame",42,"Non-retrofitted RC"
"125",27.6770545,85.4338846,3,"No","Engineered_RC_Frame",250,"Non-retrofitted RC"
"126",27.6786534,85.4375585,4,"No","Non_Engineered_RC_Frame",60,"Non-retrofitted RC"
"127",27.5927854,85.3797423,2,"No","Engineered_RC_Frame",260,"Non-retrofitted RC"
"128",27.5929185,85.3801024,2,"No","Engineered_RC_Frame",180,"Non-retrofitted RC"
"129",27.6516534,85.3051765,3,"No","Non_Engineered_RC_Frame",59,"Non-retrofitted RC"
"130",27.6457207,85.3050022,4,"No","Engineered_RC_Frame",6,"Non-retrofitted RC"
"131",27.6448866,85.3043319,5,"No","Non_Engineered_RC_Frame",259,"Non-retrofitted RC"
"132",27.6929396,85.3325959,3,"No","Non_Engineered_RC_Frame",120,"Non-retrofitted RC"
"133",27.6898323,85.3318319,4,"No","Non_Engineered_RC_Frame",170,"Non-retrofitted RC"
"134",27.6906711,85.3319284,5,"No","Non_Engineered_RC_Frame",520,"Non-retrofitted RC"
"135",27.7354932,85.4452639,2,"No","Engineered_RC_Frame",52,"Non-retrofitted RC"
"136",27.6899901,85.3408223,3,"No","Non_Engineered_RC_Frame",323,"Non-retrofitted RC"
"137",27.6870171,85.3359283,4,"No","Non_Engineered_RC_Frame",200,"Non-retrofitted RC"
"138",27.6734168,85.424451,4,"No","Non_Engineered_RC_Frame",43,"Non-retrofitted RC"
"139",27.6652603,85.4200008,5,"No","Non_Engineered_RC_Frame",207,"Non-retrofitted RC"
"140",27.664851,85.4195031,4,"No","Non_Engineered_RC_Frame",20,"Non-retrofitted RC"
"141",27.6640375,85.4209353,4,"No","Non_Engineered_RC_Frame",108,"Non-retrofitted RC"
"142",27.7260974,85.2915986,5,"No","Non_Engineered_RC_Frame",102,"Non-retrofitted RC"
"143",27.7271979,85.2904131,5,"No","Non_Engineered_RC_Frame",216,"Non-retrofitted RC"
"144",27.6706241,85.4424469,4,"No","Non_Engineered_RC_Frame",500,"Non-retrofitted RC"
"145",27.6691444,85.4221187,4,"No","Non_Engineered_RC_Frame",230,"Non-retrofitted RC"
"146",27.7236941,85.3807989,3,"No","Non_Engineered_RC_Frame",190,"Non-retrofitted RC"
"147",27.7789526,85.3576476,1,"No","Non_Engineered_RC_Frame",120,"Non-retrofitted RC"
"148",27.7791519,85.3578887,2,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"149",27.6667479,85.4322943,5,"No","Non_Engineered_RC_Frame",132,"Non-retrofitted RC"
"150",27.6672438,85.4319547,4,"No","Engineered_RC_Frame",95,"Non-retrofitted RC"
"151",27.6679746,85.4322538,4,"No","Engineered_RC_Frame",95,"Non-retrofitted RC"
"152",27.666756,85.4276597,5,"No","Non_Engineered_RC_Frame",40,"Non-retrofitted RC"
"153",27.6671716,85.4271119,4,"No","Non_Engineered_RC_Frame",8,"Non-retrofitted RC"
"154",27.6666253,85.4276811,3,"No","Non_Engineered_RC_Frame",160,"Non-retrofitted RC"
"155",27.6665137,85.4279613,5,"No","Non_Engineered_RC_Frame",120,"Non-retrofitted RC"
"156",27.6686149,85.4249741,4,"No","Non_Engineered_RC_Frame",170,"Non-retrofitted RC"
"157",27.6676111,85.4245412,4,"No","Non_Engineered_RC_Frame",200,"Non-retrofitted RC"
"158",27.6671354,85.42536,5,"No","Non_Engineered_RC_Frame",380,"Non-retrofitted RC"
"159",27.6732752,85.3878596,5,"No","Non_Engineered_RC_Frame",80,"Non-retrofitted RC"
"160",27.7023276,85.3486467,2,"No","Engineered_RC_Frame",540,"Non-retrofitted RC"
"161",27.7027157,85.3477355,5,"No","Non_Engineered_RC_Frame",150,"Non-retrofitted RC"
"162",27.7051799,85.3457275,3,"No","Non_Engineered_RC_Frame",350,"Non-retrofitted RC"
"163",27.7026706,85.3492747,5,"No","Non_Engineered_RC_Frame",600,"Non-retrofitted RC"
"164",27.7044813,85.3478971,5,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"165",27.7001455,85.3473182,4,"No","Non_Engineered_RC_Frame",20,"Non-retrofitted RC"
"166",27.7375001,85.2883987,2,"No","Engineered_RC_Frame",35,"Non-retrofitted RC"
"167",27.7331092,85.2882613,3,"No","Non_Engineered_RC_Frame",60,"Non-retrofitted RC"
"168",27.6991446,85.2847959,3,"No","Non_Engineered_RC_Frame",1200,"Non-retrofitted RC"
"169",27.7158072,85.3508425,3,"No","Non_Engineered_RC_Frame",40,"Non-retrofitted RC"
"170",27.727882,85.2914085,4,"No","Non_Engineered_RC_Frame",320,"Non-retrofitted RC"
"171",27.7319346,85.2890324,4,"No","Non_Engineered_RC_Frame",222,"Non-retrofitted RC"
"172",27.7652237,85.3004356,2,"No","Non_Engineered_RC_Frame",330,"Non-retrofitted RC"
"173",27.734431,85.2934397,2,"No","Non_Engineered_RC_Frame",81,"Non-retrofitted RC"
"174",27.7540371,85.3543276,3,"No","Non_Engineered_RC_Frame",29,"Non-retrofitted RC"
"175",27.6941367,85.3358586,3,"No","Non_Engineered_RC_Frame",200,"Non-retrofitted RC"
"176",27.6765099,85.4247962,4,"No","Engineered_RC_Frame",217,"Non-retrofitted RC"
"177",27.678436,85.4292546,4,"No","Engineered_RC_Frame",240,"Non-retrofitted RC"
"178",27.678275,85.4290096,3,"No","Engineered_RC_Frame",200,"Non-retrofitted RC"
"179",27.6784447,85.428941,3,"No","Non_Engineered_RC_Frame",59,"Non-retrofitted RC"
"180",27.6751743,85.4262299,3,"No","Non_Engineered_RC_Frame",154,"Non-retrofitted RC"
"181",27.6763956,85.4246108,5,"No","Non_Engineered_RC_Frame",21,"Non-retrofitted RC"
"182",27.6938701,85.3182266,3,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"183",27.6941813,85.3184221,2,"No","Non_Engineered_RC_Frame",6,"Non-retrofitted RC"
"184",27.728077,85.2912167,5,"No","Engineered_RC_Frame",120,"Non-retrofitted RC"
"185",27.7295684,85.2870845,4,"No","Non_Engineered_RC_Frame",144,"Non-retrofitted RC"
"186",27.6848435,85.3701848,3,"No","Engineered_RC_Frame",200,"Non-retrofitted RC"
"187",27.7307428,85.2899117,4,"No","Non_Engineered_RC_Frame",150,"Non-retrofitted RC"
"188",27.7238945,85.2810681,3,"No","Engineered_RC_Frame",200,"Non-retrofitted RC"
"189",27.7236292,85.2812323,3,"No","Engineered_RC_Frame",15,"Non-retrofitted RC"
"190",27.7236462,85.2810603,3,"No","Engineered_RC_Frame",10,"Non-retrofitted RC"
